
Reading VBN S:\SSB4\extracted_content\fighter\yoshi\model\body\c00\model.vbn

Reading PAC S:\SSB4\extracted_content\fighter\yoshi\motion\body\main.pac
315 files in archive

Reading OMO FitYoshiBodyMainA00ItemHandGrip.omo
RHandN Rotation fixed ['-0.74', '-0.05', '0.01']
LLegJ Rotation lerp start ['0.55', '1.20', '2.25']
LLegJ Rotation lerp end   ['0.04', '-0.23', '0.42']
LLegJ Translation fixed ['0.30', '0.17', '0.41']
LLegJ F 0 Rotation lerp ['0.09', '0.86', '0.78']
LLegJ F 1 Rotation lerp ['0.07', '0.85', '0.77']
LLegJ F 2 Rotation lerp ['0.07', '0.83', '0.77']
LLegJ F 3 Rotation lerp ['0.07', '0.80', '0.80']
LLegJ F 4 Rotation lerp ['0.08', '0.76', '0.83']
LLegJ F 5 Rotation lerp ['0.11', '0.71', '0.87']
LLegJ F 6 Rotation lerp ['0.14', '0.65', '0.92']
LLegJ F 7 Rotation lerp ['0.17', '0.59', '0.96']
LLegJ F 8 Rotation lerp ['0.23', '0.52', '0.97']
LLegJ F 9 Rotation lerp ['0.25', '0.46', '1.00']
LLegJ F 10 Rotation lerp ['0.30', '0.38', '1.00']
LLegJ F 11 Rotation lerp ['0.42', '0.28', '0.93']
LLegJ F 12 Rotation lerp ['0.51', '0.19', '0.87']
LLegJ F 13 Rotation lerp ['0.57', '0.13', '0.83']
LLegJ F 14 Rotation lerp ['0.62', '0.08', '0.80']
LLegJ F 15 Rotation lerp ['0.66', '0.04', '0.76']
LLegJ F 16 Rotation lerp ['0.70', '0.02', '0.72']
LLegJ F 17 Rotation lerp ['0.75', '0.00', '0.66']
LLegJ F 18 Rotation lerp ['0.80', '0.00', '0.58']
LLegJ F 19 Rotation lerp ['0.85', '0.01', '0.49']
LLegJ F 20 Rotation lerp ['0.89', '0.03', '0.39']
LLegJ F 21 Rotation lerp ['0.96', '0.08', '0.26']
LLegJ F 22 Rotation lerp ['1.00', '0.15', '0.11']
LLegJ F 23 Rotation lerp ['1.00', '0.22', '0.03']
LLegJ F 24 Rotation lerp ['0.97', '0.26', '0.00']
LLegJ F 25 Rotation lerp ['0.93', '0.30', '0.02']
LLegJ F 26 Rotation lerp ['0.89', '0.33', '0.06']
LLegJ F 27 Rotation lerp ['0.85', '0.37', '0.11']
LLegJ F 28 Rotation lerp ['0.83', '0.43', '0.13']
LLegJ F 29 Rotation lerp ['0.80', '0.50', '0.13']
LLegJ F 30 Rotation lerp ['0.76', '0.56', '0.15']
LLegJ F 31 Rotation lerp ['0.70', '0.62', '0.22']
LLegJ F 32 Rotation lerp ['0.64', '0.65', '0.34']
LLegJ F 33 Rotation lerp ['0.56', '0.67', '0.51']
LLegJ F 34 Rotation lerp ['0.48', '0.72', '0.61']
LLegJ F 35 Rotation lerp ['0.39', '0.80', '0.56']
LLegJ F 36 Rotation lerp ['0.28', '0.87', '0.54']
LLegJ F 37 Rotation lerp ['0.18', '0.93', '0.57']
LLegJ F 38 Rotation lerp ['0.13', '0.96', '0.58']
LLegJ F 39 Rotation lerp ['0.12', '0.97', '0.59']
LLegJ F 40 Rotation lerp ['0.12', '0.98', '0.60']
LLegJ F 41 Rotation lerp ['0.09', '0.99', '0.60']
LLegJ F 42 Rotation lerp ['0.05', '1.00', '0.63']
LLegJ F 43 Rotation lerp ['0.02', '0.99', '0.68']
LLegJ F 44 Rotation lerp ['0.01', '0.98', '0.74']
LLegJ F 45 Rotation lerp ['0.00', '0.95', '0.80']
LLegJ F 46 Rotation lerp ['0.01', '0.91', '0.85']
LLegJ F 47 Rotation lerp ['0.04', '0.85', '0.87']
LLegJ F 48 Rotation lerp ['0.06', '0.85', '0.88']
LLegJ F 49 Rotation lerp ['0.10', '0.86', '0.81']
LKneeJ Rotation lerp start ['1.71', '0.00', '0.00']
LKneeJ Rotation lerp end   ['-0.07', '-0.01', '0.37']
LKneeJ Translation fixed ['0.10', '0.14', '0.36']
LKneeJ F 0 Rotation lerp ['0.02', '0.16', '0.46']
LKneeJ F 1 Rotation lerp ['0.02', '0.20', '0.53']
LKneeJ F 2 Rotation lerp ['0.02', '0.25', '0.57']
LKneeJ F 3 Rotation lerp ['0.03', '0.31', '0.56']
LKneeJ F 4 Rotation lerp ['0.04', '0.38', '0.53']
LKneeJ F 5 Rotation lerp ['0.08', '0.45', '0.50']
LKneeJ F 6 Rotation lerp ['0.09', '0.49', '0.41']
LKneeJ F 7 Rotation lerp ['0.06', '0.52', '0.31']
LKneeJ F 8 Rotation lerp ['0.08', '0.57', '0.27']
LKneeJ F 9 Rotation lerp ['0.08', '0.57', '0.11']
LKneeJ F 10 Rotation lerp ['0.08', '0.58', '0.00']
LKneeJ F 11 Rotation lerp ['0.16', '0.67', '0.07']
LKneeJ F 12 Rotation lerp ['0.24', '0.74', '0.10']
LKneeJ F 13 Rotation lerp ['0.28', '0.77', '0.08']
LKneeJ F 14 Rotation lerp ['0.30', '0.81', '0.09']
LKneeJ F 15 Rotation lerp ['0.33', '0.86', '0.14']
LKneeJ F 16 Rotation lerp ['0.36', '0.91', '0.21']
LKneeJ F 17 Rotation lerp ['0.40', '0.95', '0.31']
LKneeJ F 18 Rotation lerp ['0.45', '0.98', '0.42']
LKneeJ F 19 Rotation lerp ['0.51', '1.00', '0.54']
LKneeJ F 20 Rotation lerp ['0.59', '0.99', '0.66']
LKneeJ F 21 Rotation lerp ['0.72', '0.97', '0.81']
LKneeJ F 22 Rotation lerp ['0.86', '0.90', '0.95']
LKneeJ F 23 Rotation lerp ['0.91', '0.81', '1.00']
LKneeJ F 24 Rotation lerp ['0.89', '0.73', '0.98']
LKneeJ F 25 Rotation lerp ['0.85', '0.65', '0.91']
LKneeJ F 26 Rotation lerp ['0.84', '0.60', '0.81']
LKneeJ F 27 Rotation lerp ['0.86', '0.55', '0.72']
LKneeJ F 28 Rotation lerp ['0.92', '0.50', '0.68']
LKneeJ F 29 Rotation lerp ['0.98', '0.44', '0.69']
LKneeJ F 30 Rotation lerp ['1.00', '0.38', '0.70']
LKneeJ F 31 Rotation lerp ['0.96', '0.31', '0.66']
LKneeJ F 32 Rotation lerp ['0.86', '0.26', '0.53']
LKneeJ F 33 Rotation lerp ['0.72', '0.22', '0.30']
LKneeJ F 34 Rotation lerp ['0.58', '0.17', '0.16']
LKneeJ F 35 Rotation lerp ['0.47', '0.11', '0.29']
LKneeJ F 36 Rotation lerp ['0.31', '0.06', '0.34']
LKneeJ F 37 Rotation lerp ['0.16', '0.02', '0.30']
LKneeJ F 38 Rotation lerp ['0.10', '0.00', '0.29']
LKneeJ F 39 Rotation lerp ['0.14', '0.00', '0.30']
LKneeJ F 40 Rotation lerp ['0.23', '0.03', '0.30']
LKneeJ F 41 Rotation lerp ['0.30', '0.07', '0.32']
LKneeJ F 42 Rotation lerp ['0.36', '0.13', '0.30']
LKneeJ F 43 Rotation lerp ['0.39', '0.18', '0.24']
LKneeJ F 44 Rotation lerp ['0.38', '0.21', '0.16']
LKneeJ F 45 Rotation lerp ['0.31', '0.22', '0.09']
LKneeJ F 46 Rotation lerp ['0.20', '0.22', '0.05']
LKneeJ F 47 Rotation lerp ['0.09', '0.24', '0.07']
LKneeJ F 48 Rotation lerp ['0.00', '0.20', '0.13']
LKneeJ F 49 Rotation lerp ['0.02', '0.15', '0.36']
LFootJ Rotation lerp start ['2.75', '0.00', '0.00']
LFootJ Rotation lerp end   ['-0.03', '-0.18', '-0.25']
LFootJ Translation fixed ['0.10', '0.32', '0.55']
LFootJ F 0 Rotation lerp ['0.10', '0.86', '0.00']
LFootJ F 1 Rotation lerp ['0.12', '0.88', '0.00']
LFootJ F 2 Rotation lerp ['0.16', '0.90', '0.02']
LFootJ F 3 Rotation lerp ['0.21', '0.93', '0.04']
LFootJ F 4 Rotation lerp ['0.28', '0.96', '0.05']
LFootJ F 5 Rotation lerp ['0.36', '1.00', '0.05']
LFootJ F 6 Rotation lerp ['0.42', '0.98', '0.08']
LFootJ F 7 Rotation lerp ['0.47', '0.92', '0.15']
LFootJ F 8 Rotation lerp ['0.54', '0.86', '0.28']
LFootJ F 9 Rotation lerp ['0.62', '0.81', '0.56']
LFootJ F 10 Rotation lerp ['0.69', '0.77', '0.76']
LFootJ F 11 Rotation lerp ['0.78', '0.77', '0.84']
LFootJ F 12 Rotation lerp ['0.86', '0.77', '0.91']
LFootJ F 13 Rotation lerp ['0.92', '0.78', '0.97']
LFootJ F 14 Rotation lerp ['0.97', '0.78', '1.00']
LFootJ F 15 Rotation lerp ['0.99', '0.78', '1.00']
LFootJ F 16 Rotation lerp ['1.00', '0.77', '0.99']
LFootJ F 17 Rotation lerp ['1.00', '0.77', '0.98']
LFootJ F 18 Rotation lerp ['0.98', '0.77', '0.95']
LFootJ F 19 Rotation lerp ['0.96', '0.76', '0.92']
LFootJ F 20 Rotation lerp ['0.93', '0.76', '0.89']
LFootJ F 21 Rotation lerp ['0.92', '0.78', '0.83']
LFootJ F 22 Rotation lerp ['0.91', '0.80', '0.77']
LFootJ F 23 Rotation lerp ['0.86', '0.78', '0.70']
LFootJ F 24 Rotation lerp ['0.80', '0.74', '0.60']
LFootJ F 25 Rotation lerp ['0.75', '0.69', '0.47']
LFootJ F 26 Rotation lerp ['0.73', '0.66', '0.35']
LFootJ F 27 Rotation lerp ['0.72', '0.67', '0.26']
LFootJ F 28 Rotation lerp ['0.71', '0.69', '0.22']
LFootJ F 29 Rotation lerp ['0.69', '0.70', '0.21']
LFootJ F 30 Rotation lerp ['0.65', '0.67', '0.21']
LFootJ F 31 Rotation lerp ['0.59', '0.61', '0.20']
LFootJ F 32 Rotation lerp ['0.52', '0.52', '0.22']
LFootJ F 33 Rotation lerp ['0.44', '0.41', '0.29']
LFootJ F 34 Rotation lerp ['0.36', '0.29', '0.39']
LFootJ F 35 Rotation lerp ['0.25', '0.17', '0.47']
LFootJ F 36 Rotation lerp ['0.13', '0.06', '0.58']
LFootJ F 37 Rotation lerp ['0.04', '0.00', '0.68']
LFootJ F 38 Rotation lerp ['0.00', '0.02', '0.76']
LFootJ F 39 Rotation lerp ['0.02', '0.13', '0.81']
LFootJ F 40 Rotation lerp ['0.08', '0.27', '0.83']
LFootJ F 41 Rotation lerp ['0.14', '0.38', '0.79']
LFootJ F 42 Rotation lerp ['0.22', '0.49', '0.71']
LFootJ F 43 Rotation lerp ['0.28', '0.58', '0.61']
LFootJ F 44 Rotation lerp ['0.33', '0.65', '0.51']
LFootJ F 45 Rotation lerp ['0.33', '0.69', '0.41']
LFootJ F 46 Rotation lerp ['0.29', '0.71', '0.31']
LFootJ F 47 Rotation lerp ['0.26', '0.75', '0.20']
LFootJ F 48 Rotation lerp ['0.18', '0.79', '0.12']
LFootJ F 49 Rotation lerp ['0.11', '0.85', '0.02']
LToeN Rotation lerp start ['-0.03', '-1.68', '-0.00']
LToeN Rotation lerp end   ['-0.04', '-0.00', '-0.87']
LToeN Translation fixed ['0.04', '0.03', '0.16']
LToeN F 0 Rotation lerp ['0.89', '0.12', '0.96']
LToeN F 1 Rotation lerp ['0.89', '0.12', '0.87']
LToeN F 2 Rotation lerp ['0.89', '0.12', '0.76']
LToeN F 3 Rotation lerp ['0.88', '0.13', '0.67']
LToeN F 4 Rotation lerp ['0.86', '0.15', '0.62']
LToeN F 5 Rotation lerp ['0.84', '0.17', '0.59']
LToeN F 6 Rotation lerp ['0.77', '0.24', '0.57']
LToeN F 7 Rotation lerp ['0.66', '0.35', '0.52']
LToeN F 8 Rotation lerp ['0.52', '0.48', '0.43']
LToeN F 9 Rotation lerp ['0.36', '0.60', '0.30']
LToeN F 10 Rotation lerp ['0.20', '0.69', '0.16']
LToeN F 11 Rotation lerp ['0.06', '0.74', '0.02']
LToeN F 12 Rotation lerp ['0.00', '0.78', '0.00']
LToeN F 13 Rotation lerp ['0.03', '0.80', '0.09']
LToeN F 14 Rotation lerp ['0.12', '0.78', '0.22']
LToeN F 15 Rotation lerp ['0.25', '0.71', '0.31']
LToeN F 16 Rotation lerp ['0.39', '0.59', '0.38']
LToeN F 17 Rotation lerp ['0.54', '0.46', '0.44']
LToeN F 18 Rotation lerp ['0.68', '0.33', '0.50']
LToeN F 19 Rotation lerp ['0.79', '0.23', '0.56']
LToeN F 20 Rotation lerp ['0.85', '0.16', '0.60']
LToeN F 21 Rotation lerp ['0.86', '0.15', '0.63']
LToeN F 22 Rotation lerp ['0.82', '0.19', '0.64']
LToeN F 23 Rotation lerp ['0.74', '0.28', '0.65']
LToeN F 24 Rotation lerp ['0.64', '0.39', '0.66']
LToeN F 25 Rotation lerp ['0.53', '0.51', '0.66']
LToeN F 26 Rotation lerp ['0.43', '0.62', '0.66']
LToeN F 27 Rotation lerp ['0.35', '0.71', '0.66']
LToeN F 28 Rotation lerp ['0.27', '0.80', '0.66']
LToeN F 29 Rotation lerp ['0.19', '0.89', '0.66']
LToeN F 30 Rotation lerp ['0.13', '0.96', '0.66']
LToeN F 31 Rotation lerp ['0.09', '1.00', '0.66']
LToeN F 32 Rotation lerp ['0.09', '1.00', '0.66']
LToeN F 33 Rotation lerp ['0.15', '0.93', '0.65']
LToeN F 34 Rotation lerp ['0.24', '0.83', '0.65']
LToeN F 35 Rotation lerp ['0.33', '0.72', '0.63']
LToeN F 36 Rotation lerp ['0.41', '0.62', '0.57']
LToeN F 37 Rotation lerp ['0.50', '0.50', '0.43']
LToeN F 38 Rotation lerp ['0.60', '0.37', '0.23']
LToeN F 39 Rotation lerp ['0.71', '0.26', '0.06']
LToeN F 40 Rotation lerp ['0.82', '0.17', '0.01']
LToeN F 41 Rotation lerp ['0.91', '0.10', '0.11']
LToeN F 42 Rotation lerp ['0.98', '0.04', '0.34']
LToeN F 43 Rotation lerp ['1.00', '0.00', '0.60']
LToeN F 44 Rotation lerp ['0.99', '0.00', '0.80']
LToeN F 45 Rotation lerp ['0.97', '0.02', '0.89']
LToeN F 46 Rotation lerp ['0.95', '0.05', '0.96']
LToeN F 47 Rotation lerp ['0.92', '0.08', '0.99']
LToeN F 48 Rotation lerp ['0.90', '0.10', '1.00']
LToeN F 49 Rotation lerp ['0.89', '0.11', '1.00']
RLegJ Rotation lerp start ['0.55', '1.20', '-2.25']
RLegJ Rotation lerp end   ['-0.22', '0.10', '0.48']
RLegJ Translation fixed ['0.21', '0.11', '0.35']
RLegJ F 0 Rotation lerp ['0.21', '0.83', '0.43']
RLegJ F 1 Rotation lerp ['0.12', '0.78', '0.30']
RLegJ F 2 Rotation lerp ['0.08', '0.65', '0.19']
RLegJ F 3 Rotation lerp ['0.08', '0.47', '0.10']
RLegJ F 4 Rotation lerp ['0.12', '0.28', '0.04']
RLegJ F 5 Rotation lerp ['0.17', '0.11', '0.00']
RLegJ F 6 Rotation lerp ['0.23', '0.03', '0.04']
RLegJ F 7 Rotation lerp ['0.27', '0.03', '0.14']
RLegJ F 8 Rotation lerp ['0.32', '0.04', '0.27']
RLegJ F 9 Rotation lerp ['0.41', '0.05', '0.55']
RLegJ F 10 Rotation lerp ['0.55', '0.03', '0.85']
RLegJ F 11 Rotation lerp ['0.66', '0.00', '1.00']
RLegJ F 12 Rotation lerp ['0.63', '0.04', '0.92']
RLegJ F 13 Rotation lerp ['0.57', '0.09', '0.79']
RLegJ F 14 Rotation lerp ['0.49', '0.16', '0.63']
RLegJ F 15 Rotation lerp ['0.42', '0.23', '0.48']
RLegJ F 16 Rotation lerp ['0.37', '0.29', '0.40']
RLegJ F 17 Rotation lerp ['0.33', '0.35', '0.38']
RLegJ F 18 Rotation lerp ['0.31', '0.41', '0.39']
RLegJ F 19 Rotation lerp ['0.31', '0.46', '0.44']
RLegJ F 20 Rotation lerp ['0.35', '0.49', '0.55']
RLegJ F 21 Rotation lerp ['0.38', '0.53', '0.60']
RLegJ F 22 Rotation lerp ['0.38', '0.58', '0.57']
RLegJ F 23 Rotation lerp ['0.42', '0.60', '0.57']
RLegJ F 24 Rotation lerp ['0.51', '0.59', '0.60']
RLegJ F 25 Rotation lerp ['0.63', '0.56', '0.67']
RLegJ F 26 Rotation lerp ['0.76', '0.50', '0.75']
RLegJ F 27 Rotation lerp ['0.89', '0.42', '0.84']
RLegJ F 28 Rotation lerp ['0.97', '0.37', '0.90']
RLegJ F 29 Rotation lerp ['1.00', '0.34', '0.94']
RLegJ F 30 Rotation lerp ['0.98', '0.34', '0.96']
RLegJ F 31 Rotation lerp ['0.94', '0.34', '0.98']
RLegJ F 32 Rotation lerp ['0.90', '0.33', '0.98']
RLegJ F 33 Rotation lerp ['0.84', '0.34', '0.96']
RLegJ F 34 Rotation lerp ['0.77', '0.35', '0.92']
RLegJ F 35 Rotation lerp ['0.65', '0.42', '0.85']
RLegJ F 36 Rotation lerp ['0.51', '0.50', '0.74']
RLegJ F 37 Rotation lerp ['0.40', '0.57', '0.66']
RLegJ F 38 Rotation lerp ['0.32', '0.62', '0.62']
RLegJ F 39 Rotation lerp ['0.24', '0.67', '0.58']
RLegJ F 40 Rotation lerp ['0.15', '0.73', '0.55']
RLegJ F 41 Rotation lerp ['0.07', '0.80', '0.52']
RLegJ F 42 Rotation lerp ['0.02', '0.87', '0.50']
RLegJ F 43 Rotation lerp ['0.00', '0.94', '0.49']
RLegJ F 44 Rotation lerp ['0.01', '1.00', '0.51']
RLegJ F 45 Rotation lerp ['0.08', '1.00', '0.55']
RLegJ F 46 Rotation lerp ['0.19', '0.91', '0.59']
RLegJ F 47 Rotation lerp ['0.32', '0.78', '0.63']
RLegJ F 48 Rotation lerp ['0.41', '0.72', '0.66']
RLegJ F 49 Rotation lerp ['0.36', '0.79', '0.57']
RKneeJ Rotation lerp start ['1.71', '0.00', '-0.00']
RKneeJ Rotation lerp end   ['0.05', '-0.13', '0.13']
RKneeJ Translation fixed ['0.13', '0.13', '0.58']
RKneeJ F 0 Rotation lerp ['0.63', '0.31', '0.68']
RKneeJ F 1 Rotation lerp ['0.50', '0.35', '0.78']
RKneeJ F 2 Rotation lerp ['0.37', '0.48', '0.86']
RKneeJ F 3 Rotation lerp ['0.26', '0.64', '0.92']
RKneeJ F 4 Rotation lerp ['0.16', '0.81', '0.97']
RKneeJ F 5 Rotation lerp ['0.09', '0.95', '1.00']
RKneeJ F 6 Rotation lerp ['0.08', '1.00', '0.99']
RKneeJ F 7 Rotation lerp ['0.11', '0.96', '0.94']
RKneeJ F 8 Rotation lerp ['0.17', '0.92', '0.85']
RKneeJ F 9 Rotation lerp ['0.30', '0.88', '0.60']
RKneeJ F 10 Rotation lerp ['0.43', '0.90', '0.23']
RKneeJ F 11 Rotation lerp ['0.47', '0.94', '0.00']
RKneeJ F 12 Rotation lerp ['0.43', '0.88', '0.15']
RKneeJ F 13 Rotation lerp ['0.36', '0.79', '0.35']
RKneeJ F 14 Rotation lerp ['0.27', '0.68', '0.57']
RKneeJ F 15 Rotation lerp ['0.17', '0.56', '0.74']
RKneeJ F 16 Rotation lerp ['0.10', '0.45', '0.83']
RKneeJ F 17 Rotation lerp ['0.05', '0.36', '0.86']
RKneeJ F 18 Rotation lerp ['0.01', '0.27', '0.85']
RKneeJ F 19 Rotation lerp ['0.00', '0.21', '0.81']
RKneeJ F 20 Rotation lerp ['0.02', '0.21', '0.70']
RKneeJ F 21 Rotation lerp ['0.03', '0.18', '0.66']
RKneeJ F 22 Rotation lerp ['0.04', '0.08', '0.70']
RKneeJ F 23 Rotation lerp ['0.08', '0.01', '0.73']
RKneeJ F 24 Rotation lerp ['0.16', '0.00', '0.72']
RKneeJ F 25 Rotation lerp ['0.26', '0.03', '0.68']
RKneeJ F 26 Rotation lerp ['0.37', '0.09', '0.62']
RKneeJ F 27 Rotation lerp ['0.47', '0.18', '0.55']
RKneeJ F 28 Rotation lerp ['0.55', '0.24', '0.51']
RKneeJ F 29 Rotation lerp ['0.60', '0.28', '0.50']
RKneeJ F 30 Rotation lerp ['0.62', '0.31', '0.50']
RKneeJ F 31 Rotation lerp ['0.65', '0.34', '0.52']
RKneeJ F 32 Rotation lerp ['0.68', '0.40', '0.51']
RKneeJ F 33 Rotation lerp ['0.72', '0.45', '0.53']
RKneeJ F 34 Rotation lerp ['0.76', '0.50', '0.56']
RKneeJ F 35 Rotation lerp ['0.81', '0.53', '0.61']
